order_id,product_name,category,subcategory,price,quantity,total_amount,order_date,customer_region,payment_method,order_status,customer_age,customer_gender
ORD001814,Python编程从入门到实践,图书,图书图书,5878.74,2,11757.48,2024/11/01,东北,微信支付,cancelled,64,
ORD001815,茅台酒,食品,食品食品,5400.67,5,27003.35,2024/07/11,西北,微信支付,completed,20,男
ORD001816,蒙牛纯牛奶,食品,食品食品,9589.98,1,9589.98,2024/11/26,华北,银行卡,refunded,21,女
ORD001817,戴森吸尘器,家居,家居家居,8477.66,9,76298.94,2024/04/17,西南,信用卡,completed,45,
ORD001818,Levi's 501,服装,服装服装,7134.14,10,71341.4,2024/09/10,华中,信用卡,completed,38,女
ORD001819,九阳豆浆机,家居,家居家居,4116.38,10,41163.8,2024/07/13,西北,微信支付,completed,51,男
ORD001820,戴森吸尘器,家居,家居家居,5924.23,1,5924.23,2024/04/18,西北,信用卡,completed,55,男
ORD001821,AirPods Pro,电子产品,电子产品,401.2,7,2808.4,2024/05/20,西北,信用卡,completed,46,女
ORD001822,三只松鼠坚果礼盒,食品,食品食品,6061.58,9,54554.22,2025/05/07,西南,支付宝,completed,23,女
ORD001823,三体全集,图书,图书图书,9933.91,9,89405.19,2024/12/29,东北,微信支付,completed,41,男
ORD001824,Kindle Paperwhite,电子产品,电子产品,3672.8,10,36728.0,2024/07/10,华中,支付宝,completed,29,男
ORD001825,蒙牛纯牛奶,食品,食品食品,485.28,8,3882.24,2024/05/10,华东,信用卡,refunded,21,男
ORD001826,罗技 MX Master 3,电子产品,电子产品,1767.55,10,17675.5,2024/11/29,西北,银行卡,completed,40,女
ORD001827,星巴克咖啡豆,食品,食品食品,6981.46,7,48870.22,2025/03/28,华中,微信支付,completed,37,男
ORD001828,德芙巧克力,食品,食品食品,9406.25,7,65843.75,2025/03/06,西南,微信支付,refunded,28,女
ORD001829,Sony WH-1000XM5,电子产品,电子产品,997.28,2,1994.56,2024/09/30,华东,银行卡,refunded,64,女
ORD001830,网易严选床垫,家居,家居家居,1205.06,1,1205.06,2025/03/27,西南,微信支付,completed,37,男
ORD001831,小米台灯,家居,家居家居,3879.17,5,19395.85,2025/02/19,东北,银行卡,completed,64,男
ORD001832,Sony WH-1000XM5,电子产品,电子产品,5107.61,7,35753.27,2024/07/25,华南,支付宝,completed,28,
ORD001833,人类简史,图书,图书图书,9256.12,7,64792.84,2025/02/09,西北,支付宝,completed,51,女
ORD001834,深入理解计算机系统,图书,图书图书,1332.94,3,3998.82,2024/07/02,华东,支付宝,completed,39,女
ORD001835,小熊加湿器,家居,家居家居,8380.52,4,33522.08,2024/04/13,西南,支付宝,completed,30,男
ORD001836,小米台灯,家居,家居家居,3593.02,9,32337.18,2025/01/04,华东,微信支付,completed,36,
ORD001837,三体全集,图书,图书图书,2036.83,8,16294.64,2024/10/29,西北,微信支付,completed,44,男
ORD001838,Levi's 501,服装,服装服装,3083.04,1,3083.04,2024/06/25,华南,信用卡,cancelled,45,女
ORD001839,Levi's 501,服装,服装服装,9564.99,5,47824.95,2024/01/31,西北,微信支付,refunded,51,
ORD001840,蒙牛纯牛奶,食品,食品食品,660.36,9,5943.24,2024/04/17,华南,微信支付,completed,59,女
ORD001841,美的电饭煲,家居,家居家居,940.33,10,9403.3,2025/02/16,东北,银行卡,completed,38,
ORD001842,Adidas Ultraboost,服装,服装服装,8395.5,7,58768.5,2024/08/08,西北,微信支付,cancelled,28,
ORD001843,三体全集,图书,图书图书,6936.3,3,20808.9,2024/02/18,华东,微信支付,pending,36,男
ORD001844,蒙牛纯牛奶,食品,食品食品,7343.66,4,29374.64,2024/04/27,华南,信用卡,completed,65,女
ORD001845,H&M 连衣裙,服装,服装服装,4660.24,8,37281.92,2025/04/27,西北,银行卡,completed,54,男
ORD001846,MacBook Air,电子产品,电子产品,1091.48,9,9823.32,2024/05/06,东北,支付宝,cancelled,19,
ORD001847,良品铺子零食包,食品,食品食品,7081.83,1,7081.83,2024/11/12,华南,银行卡,completed,52,女
ORD001848,北面冲锋衣,服装,服装服装,5201.44,7,36410.08,2025/03/30,华北,支付宝,completed,64,男
ORD001849,Zara 西装外套,服装,服装服装,4098.87,6,24593.22,2025/04/02,东北,银行卡,refunded,20,
ORD001850,农夫山泉,食品,食品食品,7656.37,10,76563.7,2024/06/07,西北,银行卡,pending,48,男
ORD001851,算法导论,图书,图书图书,4014.42,1,4014.42,2024/09/15,西南,银行卡,completed,47,
ORD001852,良品铺子零食包,食品,食品食品,6296.66,2,12593.32,2024/08/27,华北,信用卡,completed,49,男
ORD001853,网易严选床垫,家居,家居家居,6650.74,10,66507.4,2025/02/19,华中,支付宝,completed,33,男
ORD001854,Adidas Ultraboost,服装,服装服装,7268.96,8,58151.68,2025/05/03,华中,支付宝,completed,25,女
ORD001855,小米台灯,家居,家居家居,8992.35,1,8992.35,2025/03/13,华北,微信支付,completed,52,男
ORD001856,宜家书架,家居,家居家居,3624.99,10,36249.9,2024/07/17,华东,信用卡,cancelled,39,
ORD001857,星巴克咖啡豆,食品,食品食品,5146.21,1,5146.21,2024/06/11,华北,银行卡,pending,28,男
ORD001858,原则,图书,图书图书,6254.22,1,6254.22,2024/03/26,西北,信用卡,completed,44,
ORD001859,小熊加湿器,家居,家居家居,6780.24,1,6780.24,2024/11/23,西北,银行卡,completed,48,女
ORD001860,人类简史,图书,图书图书,6643.03,5,33215.15,2024/11/26,华中,银行卡,pending,50,女
ORD001861,Samsung Galaxy S24,电子产品,电子产品,3669.72,6,22018.32,2024/07/14,东北,支付宝,completed,25,男
ORD001862,农夫山泉,食品,食品食品,761.42,2,1522.84,2024/11/12,东北,信用卡,completed,54,
ORD001863,H&M 连衣裙,服装,服装服装,2228.37,7,15598.59,2024/05/05,华南,信用卡,completed,65,男
ORD001864,北面冲锋衣,服装,服装服装,9226.74,1,9226.74,2024/04/10,东北,微信支付,completed,23,女
ORD001865,New Balance 574,服装,服装服装,4113.14,2,8226.28,2024/08/10,华东,信用卡,completed,28,男
ORD001866,网易严选床垫,家居,家居家居,3127.11,8,25016.88,2024/08/30,华南,银行卡,refunded,33,
ORD001867,iPad Air,电子产品,电子产品,2711.25,9,24401.25,2024/05/29,华中,微信支付,cancelled,38,
ORD001868,Nike Air Max,服装,服装服装,6242.63,4,24970.52,2024/03/25,华东,银行卡,pending,35,
ORD001869,算法导论,图书,图书图书,7679.56,9,69116.04,2024/06/03,西南,支付宝,pending,58,女
ORD001870,茅台酒,食品,食品食品,1783.43,7,12484.01,2024/01/07,华中,支付宝,completed,39,
ORD001871,星巴克咖啡豆,食品,食品食品,3213.92,7,22497.44,2024/09/26,华南,银行卡,cancelled,40,女
ORD001872,戴森吸尘器,家居,家居家居,7949.9,9,71549.1,2025/04/16,西南,支付宝,completed,54,男
ORD001873,Python编程从入门到实践,图书,图书图书,2568.14,9,23113.26,2024/12/30,西北,银行卡,pending,64,男
ORD001874,MacBook Air,电子产品,电子产品,7581.07,6,45486.42,2024/12/16,华东,支付宝,completed,53,
ORD001875,宜家书架,家居,家居家居,909.52,1,909.52,2024/01/23,东北,支付宝,pending,41,女
ORD001876,Nike Air Max,服装,服装服装,3020.59,2,6041.18,2024/04/06,华北,支付宝,completed,34,女
ORD001877,小米台灯,家居,家居家居,7801.05,2,15602.1,2024/01/10,东北,微信支付,completed,53,
ORD001878,深入理解计算机系统,图书,图书图书,8079.19,3,24237.57,2024/03/28,华中,信用卡,pending,33,女
ORD001879,百威啤酒,食品,食品食品,4244.35,3,12733.05,2025/05/24,华北,信用卡,completed,54,
ORD001880,原则,图书,图书图书,3611.65,4,14446.6,2024/05/21,东北,信用卡,completed,54,女
ORD001881,原则,图书,图书图书,3324.03,5,16620.15,2024/07/06,华南,信用卡,pending,26,
ORD001882,算法导论,图书,图书图书,8028.19,2,16056.38,2024/09/12,西南,支付宝,completed,24,女
ORD001883,宜家书架,家居,家居家居,4248.34,1,4248.34,2024/08/23,华北,银行卡,pending,60,男
ORD001884,戴森吸尘器,家居,家居家居,5897.03,4,23588.12,2024/01/16,华北,微信支付,completed,63,男
ORD001885,星巴克咖啡豆,食品,食品食品,2468.21,4,9872.84,2024/03/07,华北,微信支付,completed,31,
ORD001886,良品铺子零食包,食品,食品食品,459.27,9,4133.43,2024/03/11,华南,信用卡,refunded,40,男
ORD001887,北面冲锋衣,服装,服装服装,7928.33,5,39641.65,2025/02/23,东北,微信支付,completed,43,男
ORD001888,农夫山泉,食品,食品食品,6698.02,4,26792.08,2024/04/18,华东,银行卡,completed,45,
ORD001889,美的电饭煲,家居,家居家居,4261.5,3,12784.5,2024/09/21,西北,信用卡,pending,38,男
ORD001890,良品铺子零食包,食品,食品食品,7410.59,9,66695.31,2024/02/20,华北,微信支付,completed,41,
ORD001891,深入理解计算机系统,图书,图书图书,3205.97,10,32059.7,2024/02/16,西北,信用卡,completed,27,男
ORD001892,蒙牛纯牛奶,食品,食品食品,8422.15,10,84221.5,2024/11/12,华东,微信支付,pending,51,
ORD001893,网易严选床垫,家居,家居家居,9560.65,1,9560.65,2024/05/10,西南,信用卡,completed,31,女
ORD001894,Samsung Galaxy S24,电子产品,电子产品,2076.39,6,12458.34,2024/06/23,华南,银行卡,pending,61,女
ORD001895,小熊加湿器,家居,家居家居,177.81,8,1422.48,2024/07/31,华中,信用卡,refunded,18,
ORD001896,小米台灯,家居,家居家居,7674.17,5,38370.85,2025/01/04,西北,支付宝,completed,45,男
ORD001897,iPhone 15,电子产品,电子产品,2289.83,5,11449.15,2024/12/21,华南,信用卡,completed,37,女
ORD001898,百威啤酒,食品,食品食品,5323.79,10,53237.9,2024/11/14,西南,银行卡,completed,51,
ORD001899,Levi's 501,服装,服装服装,6780.57,5,33902.85,2024/06/17,华南,微信支付,completed,49,
ORD001900,小熊加湿器,家居,家居家居,-690.53,3,-2071.59,2024/12/12,华南,微信支付,pending,32,
ORD001901,Dell XPS 15,电子产品,电子产品,7431.24,10,74312.4,2024/12/21,西南,支付宝,refunded,41,
ORD001902,H&M 连衣裙,服装,服装服装,261.32,4,1045.28,2024/09/05,东北,银行卡,completed,58,
ORD001903,算法导论,图书,图书图书,5329.86,6,31979.16,2024/02/03,华南,银行卡,completed,62,
ORD001904,思考快与慢,图书,图书图书,8153.94,6,48923.64,2024/09/16,东北,信用卡,pending,57,女
ORD001905,Sony WH-1000XM5,电子产品,电子产品,9959.25,10,99592.5,2024/02/15,东北,支付宝,completed,59,男
ORD001906,iPad Air,电子产品,电子产品,4370.19,4,17480.76,2024/02/26,西北,信用卡,refunded,65,女
ORD001907,Levi's 501,服装,服装服装,9496.08,5,47480.4,2025/02/16,华东,微信支付,completed,31,女
ORD001908,百威啤酒,食品,食品食品,5398.08,9,48582.72,2025/03/16,华东,支付宝,completed,33,男
ORD001909,人类简史,图书,图书图书,7533.04,9,67797.36,2024/09/19,华东,微信支付,completed,54,男
ORD001910,H&M 连衣裙,服装,服装服装,5552.31,1,5552.31,2024/10/04,华南,支付宝,pending,53,
ORD001911,Samsung Galaxy S24,电子产品,电子产品,3122.38,1,3122.38,2024/10/10,华中,银行卡,pending,29,女
ORD001912,Dell XPS 15,电子产品,电子产品,4947.18,9,44524.62,2024/04/25,西北,信用卡,completed,62,女
ORD001913,iPad Air,电子产品,电子产品,2826.38,4,11305.52,2024/07/18,西南,银行卡,cancelled,53,男
ORD001914,Sony WH-1000XM5,电子产品,电子产品,1655.64,10,16556.4,2025/01/30,华北,支付宝,completed,36,女
ORD001915,农夫山泉,食品,食品食品,3196.74,8,25573.92,2025/02/24,华中,银行卡,completed,41,男
ORD001916,Zara 西装外套,服装,服装服装,1575.14,1,1575.14,2025/03/24,西南,信用卡,completed,37,女
ORD001917,农夫山泉,食品,食品食品,6403.26,3,19209.78,2024/06/16,西南,支付宝,pending,23,
ORD001918,星巴克咖啡豆,食品,食品食品,7524.77,5,37623.85,2025/01/27,华南,信用卡,pending,46,
ORD001919,iPhone 15,电子产品,电子产品,541.98,7,3793.86,2025/03/23,西北,支付宝,cancelled,49,
ORD001920,原则,图书,图书图书,4455.6,5,22278.0,2024/10/31,东北,银行卡,pending,46,
ORD001921,算法导论,图书,图书图书,4742.29,2,9484.58,2025/04/12,西南,银行卡,pending,36,男
ORD001922,星巴克咖啡豆,食品,食品食品,474.81,7,3323.67,2024/01/24,西北,微信支付,completed,22,女
ORD001923,美的电饭煲,家居,家居家居,4779.47,6,28676.82,2024/06/18,西北,微信支付,completed,54,女
ORD001924,Dell XPS 15,电子产品,电子产品,8200.4,10,82004.0,2024/01/06,华中,银行卡,completed,25,男
ORD001925,优衣库羽绒服,服装,服装服装,604.63,5,3023.15,2024/12/28,东北,微信支付,completed,61,女
ORD001926,New Balance 574,服装,服装服装,1362.68,10,13626.8,2024/02/18,东北,支付宝,refunded,58,男
ORD001927,Samsung Galaxy S24,电子产品,电子产品,6984.25,10,69842.5,2024/03/15,西南,银行卡,completed,50,女
ORD001928,Sony WH-1000XM5,电子产品,电子产品,7508.86,9,67579.74,2025/02/10,华中,信用卡,completed,22,
ORD001929,良品铺子零食包,食品,食品食品,5024.76,8,40198.08,2024/05/12,西南,支付宝,completed,47,
ORD001930,北面冲锋衣,服装,服装服装,9733.48,8,77867.84,2024/08/05,华东,微信支付,completed,21,
ORD001931,Levi's 501,服装,服装服装,2740.4,3,8221.2,2024/11/24,东北,微信支付,completed,41,
ORD001932,人类简史,图书,图书图书,8753.91,10,87539.1,2025/05/15,西南,银行卡,pending,48,
ORD001933,戴森吸尘器,家居,家居家居,6407.95,9,57671.55,2024/04/29,西南,微信支付,completed,49,女
ORD001934,优衣库羽绒服,服装,服装服装,9361.66,3,28084.98,2024/02/24,华北,银行卡,completed,20,女
ORD001935,Apple Watch,电子产品,电子产品,3325.48,8,26603.84,2024/03/22,华东,微信支付,completed,34,
ORD001936,AirPods Pro,电子产品,电子产品,216.53,3,649.59,2024/08/07,华北,信用卡,refunded,32,男
ORD001937,北面冲锋衣,服装,服装服装,5686.9,10,56869.0,2024/02/16,华东,信用卡,completed,28,
ORD001938,New Balance 574,服装,服装服装,4114.42,7,28800.94,2024/06/28,西北,支付宝,refunded,60,女
ORD001939,茅台酒,食品,食品食品,6610.02,2,13220.04,2025/01/17,华南,信用卡,completed,42,
ORD001940,蒙牛纯牛奶,食品,食品食品,519.09,2,1038.18,2024/11/22,东北,支付宝,completed,44,
ORD001941,小熊加湿器,家居,家居家居,1281.94,8,10255.52,2024/03/06,华北,微信支付,refunded,41,
ORD001942,优衣库羽绒服,服装,服装服装,7787.71,1,7787.71,2024/11/26,华北,银行卡,completed,23,男
ORD001943,宜家书架,家居,家居家居,5838.92,4,23355.68,2025/01/21,华南,微信支付,refunded,53,女
ORD001944,茅台酒,食品,食品食品,6196.45,4,24785.8,2024/07/05,华南,微信支付,completed,55,男
ORD001945,原则,图书,图书图书,4614.08,8,36912.64,2025/04/23,西北,微信支付,pending,60,男
ORD001946,网易严选床垫,家居,家居家居,9514.19,9,85627.71,2024/11/28,华东,信用卡,completed,26,女
ORD001947,三体全集,图书,图书图书,9375.58,5,46877.9,2024/04/04,东北,信用卡,completed,35,
ORD001948,小熊加湿器,家居,家居家居,2373.38,1,2373.38,2024/05/14,西南,银行卡,refunded,25,
ORD001949,Samsung Galaxy S24,电子产品,电子产品,8602.37,6,51614.22,2025/03/22,华中,银行卡,cancelled,18,女
ORD001950,AirPods Pro,电子产品,电子产品,6236.12,6,37416.72,2024/06/15,东北,银行卡,refunded,25,男
ORD001951,Adidas Ultraboost,服装,服装服装,1261.47,4,5045.88,2024/12/30,西北,支付宝,completed,40,
ORD001952,AirPods Pro,电子产品,电子产品,5599.47,1,5599.47,2025/02/20,华北,银行卡,cancelled,50,
ORD001953,戴森吸尘器,家居,家居家居,9954.0,3,29862.0,2024/03/09,西南,银行卡,refunded,31,女
ORD001954,三体全集,图书,图书图书,6812.54,8,54500.32,2024/10/06,东北,银行卡,cancelled,31,女
ORD001955,北面冲锋衣,服装,服装服装,7312.31,4,29249.24,2024/04/22,华中,信用卡,completed,20,女
ORD001956,三体全集,图书,图书图书,4206.75,9,37860.75,2025/03/27,西南,支付宝,cancelled,18,女
ORD001957,小米台灯,家居,家居家居,2881.81,1,2881.81,2024/04/11,华东,支付宝,completed,32,男
ORD001958,小熊加湿器,家居,家居家居,9464.79,7,66253.53,2025/01/27,西南,支付宝,cancelled,37,
ORD001959,人类简史,图书,图书图书,6017.11,5,30085.55,2024/12/20,东北,微信支付,refunded,33,女
ORD001960,算法导论,图书,图书图书,8633.51,3,25900.53,2025/01/22,华中,支付宝,refunded,20,女
ORD001961,Zara 西装外套,服装,服装服装,2675.18,6,16051.08,2025/05/17,西北,信用卡,completed,48,男
ORD001962,Nike Air Max,服装,服装服装,2901.65,9,26114.85,2024/12/10,华南,信用卡,completed,34,男
ORD001963,良品铺子零食包,食品,食品食品,4744.72,9,42702.48,2024/02/07,西南,银行卡,completed,50,女
ORD001964,网易严选床垫,家居,家居家居,5982.28,9,53840.52,2024/07/30,华北,支付宝,completed,41,
ORD001965,美的电饭煲,家居,家居家居,4176.14,2,8352.28,2024/06/18,华南,支付宝,completed,30,女
ORD001966,三体全集,图书,图书图书,1855.79,10,18557.9,2025/01/13,西北,银行卡,completed,19,
ORD001967,New Balance 574,服装,服装服装,1163.27,2,2326.54,2024/09/04,华南,信用卡,completed,28,
ORD001968,Sony WH-1000XM5,电子产品,电子产品,7985.03,3,23955.09,2024/02/21,华中,信用卡,completed,50,女
ORD001969,优衣库羽绒服,服装,服装服装,3071.61,9,27644.49,2025/03/08,西北,微信支付,cancelled,42,男
ORD001970,原则,图书,图书图书,8628.62,1,8628.62,2024/03/06,东北,支付宝,cancelled,40,男
ORD001971,三只松鼠坚果礼盒,食品,食品食品,375.4,1,375.4,2025/02/06,西北,银行卡,completed,49,
ORD001972,iPhone 15,电子产品,电子产品,2795.38,2,5590.76,2025/04/09,华南,信用卡,refunded,19,女
ORD001973,戴森吸尘器,家居,家居家居,3035.0,8,24280.0,2024/09/21,西北,银行卡,completed,32,女
ORD001974,三体全集,图书,图书图书,8876.91,9,79892.19,2024/11/24,华北,银行卡,pending,54,女
ORD001975,Levi's 501,服装,服装服装,6234.04,5,31170.2,2025/01/31,华东,信用卡,completed,44,男
ORD001976,九阳豆浆机,家居,家居家居,7390.1,10,73901.0,2024/11/04,华东,银行卡,pending,28,女
ORD001977,Apple Watch,电子产品,电子产品,6677.18,5,33385.9,2024/06/19,华东,银行卡,pending,30,
ORD001978,深入理解计算机系统,图书,图书图书,7051.87,1,7051.87,2024/08/23,华中,微信支付,pending,57,女
ORD001979,Kindle Paperwhite,电子产品,电子产品,8026.17,4,32104.68,2024/02/10,西北,银行卡,completed,18,
ORD001980,人类简史,图书,图书图书,1020.58,6,6123.48,2024/08/28,西南,微信支付,completed,33,
ORD001981,深入理解计算机系统,图书,图书图书,2752.43,5,13762.15,2025/03/20,华中,微信支付,completed,54,男
ORD001982,百威啤酒,食品,食品食品,5895.19,3,17685.57,2024/04/02,华北,微信支付,pending,47,男
ORD001983,茅台酒,食品,食品食品,6115.33,10,61153.3,2025/04/05,华中,微信支付,pending,40,女
ORD001984,H&M 连衣裙,服装,服装服装,1486.68,7,10406.76,2024/05/03,西南,支付宝,completed,44,
ORD001985,Levi's 501,服装,服装服装,5613.18,4,22452.72,2024/01/23,华北,微信支付,completed,59,
ORD001986,深入理解计算机系统,图书,图书图书,3728.07,9,33552.63,2025/01/25,西南,微信支付,pending,20,
ORD001987,算法导论,图书,图书图书,2976.77,7,20837.39,2025/02/24,西北,微信支付,completed,27,女
ORD001988,New Balance 574,服装,服装服装,2107.73,3,6323.19,2024/04/13,东北,微信支付,pending,25,女
ORD001989,百威啤酒,食品,食品食品,1475.62,7,10329.34,2024/04/14,华南,银行卡,completed,62,男
ORD001990,戴森吸尘器,家居,家居家居,9203.56,3,27610.68,2024/04/24,华北,银行卡,completed,60,女
ORD001991,优衣库羽绒服,服装,服装服装,824.59,3,2473.77,2024/05/08,华中,微信支付,cancelled,20,
ORD001992,九阳豆浆机,家居,家居家居,5613.81,5,28069.05,2024/08/30,西南,微信支付,pending,31,
ORD001993,网易严选床垫,家居,家居家居,2247.28,3,6741.84,2024/12/25,华中,信用卡,completed,40,女
ORD001994,Zara 西装外套,服装,服装服装,1138.9,10,11389.0,2024/07/12,西南,信用卡,completed,61,男
ORD001995,Nike Air Max,服装,服装服装,6724.26,10,67242.6,2024/11/23,西北,微信支付,completed,50,女
ORD001996,罗技 MX Master 3,电子产品,电子产品,7210.6,8,57684.8,2024/04/10,东北,微信支付,pending,40,
ORD001997,Levi's 501,服装,服装服装,5982.46,1,5982.46,2025/05/14,西南,信用卡,completed,27,
ORD001998,戴森吸尘器,家居,家居家居,7815.37,8,62522.96,2024/07/16,华中,微信支付,completed,59,
ORD001999,Kindle Paperwhite,电子产品,电子产品,4270.55,8,34164.4,2024/05/18,华南,银行卡,completed,31,
ORD002000,iPad Air,电子产品,电子产品,2795.61,10,27956.1,2025/01/04,东北,微信支付,cancelled,57,
ORD002001,Nike Air Max,服装,服装服装,9822.4,7,68756.8,2025/01/09,华北,银行卡,completed,35,男
ORD002002,北面冲锋衣,服装,服装服装,8144.46,6,48866.76,2025/01/01,西南,银行卡,cancelled,43,女
ORD002003,德芙巧克力,食品,食品食品,4610.32,8,36882.56,2024/09/25,华南,微信支付,cancelled,36,男
ORD002004,三体全集,图书,图书图书,4669.51,4,18678.04,2024/09/15,华东,支付宝,cancelled,28,男
ORD002005,北面冲锋衣,服装,服装服装,8933.58,3,26800.74,2024/03/12,华北,支付宝,completed,26,
ORD002006,九阳豆浆机,家居,家居家居,3275.53,2,6551.06,2024/02/12,东北,银行卡,completed,36,女
ORD002007,人类简史,图书,图书图书,3332.24,8,26657.92,2024/07/17,华东,微信支付,completed,61,男
ORD002008,网易严选床垫,家居,家居家居,6790.26,10,67902.6,2024/04/09,华北,信用卡,completed,26,男
ORD002009,Dell XPS 15,电子产品,电子产品,1704.22,9,15337.98,2024/09/19,华中,微信支付,completed,27,女
ORD002010,Levi's 501,服装,服装服装,2239.35,8,17914.8,2024/01/17,华中,信用卡,completed,63,男
ORD002011,戴森吸尘器,家居,家居家居,1149.19,9,10342.71,2025/04/24,华东,信用卡,completed,36,
ORD002012,Kindle Paperwhite,电子产品,电子产品,4512.37,5,22561.85,2025/05/08,华中,支付宝,completed,19,男
ORD002013,戴森吸尘器,家居,家居家居,4908.57,2,9817.14,2025/03/02,华北,微信支付,refunded,28,
ORD002014,茅台酒,食品,食品食品,5787.36,3,17362.08,2024/06/20,东北,微信支付,completed,33,女
ORD002015,iPhone 15,电子产品,电子产品,9448.29,4,37793.16,2024/08/01,东北,微信支付,pending,38,
ORD002016,小熊加湿器,家居,家居家居,1179.15,6,7074.9,2024/12/20,东北,微信支付,completed,41,
ORD002017,Apple Watch,电子产品,电子产品,3238.09,3,9714.27,2025/02/12,华东,微信支付,completed,45,
ORD002018,人类简史,图书,图书图书,9830.25,8,78642.0,2024/02/22,西北,银行卡,refunded,18,女
ORD002019,小熊加湿器,家居,家居家居,5853.25,7,40972.75,2024/07/12,华南,微信支付,completed,61,男
ORD002020,农夫山泉,食品,食品食品,873.23,8,6985.84,2025/02/15,华东,信用卡,pending,58,女
ORD002021,AirPods Pro,电子产品,电子产品,5288.62,9,47597.58,2024/02/20,西南,支付宝,refunded,44,女
ORD002022,H&M 连衣裙,服装,服装服装,1699.33,1,1699.33,2024/10/07,华北,信用卡,completed,57,
ORD002023,思考快与慢,图书,图书图书,4235.35,1,4235.35,2025/05/14,华南,支付宝,pending,57,女
ORD002024,思考快与慢,图书,图书图书,4461.15,9,40150.35,2025/05/31,华北,信用卡,completed,41,女
ORD002025,思考快与慢,图书,图书图书,8871.35,5,44356.75,2024/02/03,西北,微信支付,pending,38,女
ORD002026,原则,图书,图书图书,8132.31,8,65058.48,2024/04/20,华东,微信支付,completed,29,女
ORD002027,iPhone 15,电子产品,电子产品,428.79,10,4287.9,2024/10/21,华南,信用卡,completed,20,女
ORD002028,百威啤酒,食品,食品食品,5560.94,8,44487.52,2024/06/11,华南,银行卡,refunded,42,男
ORD002029,Apple Watch,电子产品,电子产品,2727.71,1,2727.71,2024/09/06,西南,支付宝,completed,34,女
ORD002030,Nike Air Max,服装,服装服装,730.96,5,3654.8,2025/03/22,华东,微信支付,pending,23,男
ORD002031,三只松鼠坚果礼盒,食品,食品食品,7615.53,5,38077.65,2024/11/06,东北,微信支付,completed,27,
ORD002032,New Balance 574,服装,服装服装,5769.99,6,34619.94,2024/10/29,华东,银行卡,completed,57,女
ORD002033,三只松鼠坚果礼盒,食品,食品食品,1258.5,3,3775.5,2024/09/27,华南,信用卡,completed,24,
ORD002034,人类简史,图书,图书图书,2174.34,1,2174.34,2024/08/09,华东,微信支付,completed,39,男
ORD002035,网易严选床垫,家居,家居家居,2152.08,9,19368.72,2025/04/16,西北,微信支付,completed,47,女
ORD002036,Levi's 501,服装,服装服装,2898.94,5,14494.7,2024/06/09,西北,信用卡,completed,27,男
ORD002037,Dell XPS 15,电子产品,电子产品,7891.75,1,7891.75,2024/06/10,华北,支付宝,pending,34,女
ORD002038,戴森吸尘器,家居,家居家居,7207.72,5,36038.6,2025/05/16,东北,信用卡,completed,23,男
ORD002039,MacBook Air,电子产品,电子产品,3001.15,8,24009.2,2024/04/16,西南,支付宝,refunded,49,
ORD002040,Nike Air Max,服装,服装服装,8359.33,5,41796.65,2025/03/26,西南,银行卡,cancelled,29,男
ORD002041,iPhone 15,电子产品,电子产品,3327.39,8,26619.12,2024/04/26,东北,信用卡,pending,65,
ORD002042,算法导论,图书,图书图书,424.4,7,2970.8,2025/01/15,西南,信用卡,completed,53,
ORD002043,九阳豆浆机,家居,家居家居,606.12,5,3030.6,2024/01/17,华东,支付宝,completed,38,女
ORD002044,宜家书架,家居,家居家居,3760.75,9,33846.75,2024/09/21,西南,银行卡,completed,34,男
ORD002045,Adidas Ultraboost,服装,服装服装,6789.32,8,54314.56,2024/03/13,华东,支付宝,completed,56,
ORD002046,罗技 MX Master 3,电子产品,电子产品,3501.17,3,10503.51,2024/07/13,华中,微信支付,completed,62,女
ORD002047,罗技 MX Master 3,电子产品,电子产品,3446.59,9,31019.31,2024/04/30,华中,信用卡,cancelled,26,女
ORD002048,深入理解计算机系统,图书,图书图书,9467.75,9,85209.75,2024/07/07,华北,银行卡,pending,37,女
ORD002049,三体全集,图书,图书图书,7264.05,3,21792.15,2024/10/13,华中,支付宝,completed,46,男
ORD002050,原则,图书,图书图书,3170.52,4,12682.08,2025/02/08,华南,银行卡,cancelled,25,
ORD002051,深入理解计算机系统,图书,图书图书,5777.54,4,23110.16,2024/03/03,华东,支付宝,pending,54,男
ORD002052,三体全集,图书,图书图书,9538.83,2,19077.66,2024/05/11,华北,信用卡,completed,56,女
ORD002053,小米台灯,家居,家居家居,8646.53,10,86465.3,2025/04/13,华中,银行卡,completed,51,男
ORD002054,New Balance 574,服装,服装服装,9830.55,5,49152.75,2024/10/01,华中,微信支付,cancelled,59,男
ORD002055,Apple Watch,电子产品,电子产品,5359.72,1,5359.72,2024/08/19,华中,微信支付,refunded,60,女
ORD002056,美的电饭煲,家居,家居家居,936.96,2,1873.92,2024/08/30,华东,银行卡,completed,47,
ORD002057,茅台酒,食品,食品食品,4883.26,7,34182.82,2024/02/28,华北,支付宝,completed,43,男
ORD002058,Sony WH-1000XM5,电子产品,电子产品,9624.54,2,19249.08,2024/04/30,华中,支付宝,completed,22,女
ORD002059,良品铺子零食包,食品,食品食品,6240.6,6,37443.6,2024/11/08,华中,支付宝,completed,55,女
ORD002060,良品铺子零食包,食品,食品食品,1673.09,7,11711.63,2024/01/13,西北,微信支付,completed,45,女
